screen_name,Source,tweets,time_stamp
68545047,Africa,"Now playing on African Affairs Radio: mandela by midnight groovers! 
Tune in now: https://t.co/4PJNyYARst
https://t.co/vPWVVJEfq7
#cloudcomputing #cloud #aws #azure #gcp #python #coding #Africa #Africans @africanaffairs #lofi",2022-11-04 03:24:43+00:00
4158367234,Africa,Mastercard Foundation Scholars Program at the University of Cambridge | Postgraduate Admissions is offering full scholarships for students from #Africa who are interested in coming to @Cambridge_Uni for their postgraduate studies.  https://t.co/M477AXzPXR,2022-11-04 03:23:10+00:00
1281828309727354880,Africa,#Zimbabwe I simply do not understand how @daddyhope who considers himself to be the best investigative journalist in #Africa can deny the effects of #USA illegal #sanctions on #Zim and why @SecBlinken @SenateForeign @ChrisCoons @USEmbZim maintains them on every year‼️ #NoMore https://t.co/nH7plzZ73p,2022-11-04 03:23:06+00:00
73800371,Africa,"Missionaries Receive Pauline Jaricot Award 

Father Pier Luiggi Maccali and Sister Gloria Cecilia Narvaez, both kidnapped and freed in Mali, received the Blessed P...
https://t.co/jsbqkg6TYo
#World 
#africa #BlessedPaulineJaricot #Bomoanga #CatholicNews... https://t.co/nmLRKos6Wt",2022-11-04 03:21:04+00:00
2828579059,Africa,"Dozens of Catholic Villagers Reportedly Killed in Central Nigeria Raid 
Details are still emerging after a violent raid by Fulani herdsmen on Oct. 19 in Benue State, Central Nigeria, reportedl...
https://t.co/2iI9D7RBNN
#Africa #Newsdeskinbox #World 
#africa #b... https://t.co/hgF185o3yl",2022-11-04 03:20:10+00:00
1539205900468211713,Africa,SCAM ALERT IN IVORY COAST - BEN CHIZA MKANDAWIRE #ivorycoast #cotedivoire #abidjan #africa #MyScamstory #civ #abidjanestdoux #Nigeria #assinie #abidjanplaces #malawi https://t.co/L215lwv9c4,2022-11-04 03:20:04+00:00
180748385,Africa,"Bridging the #digitaldivide in #Africa will not be possible without adequate people-centred #cybersecurity measures, states @NwanyiTeacher https://t.co/av7iqg3EP6",2022-11-04 03:20:00+00:00
2828579059,Africa,"Pope Francis Cautions Nigerian Youth against Passivity amid “Fundamentalism, Terrorism” 
Banditry and terrorism lead not only to “social suicide” but also “affects the country’s ultimate survival”, Pope Franci...
https://t.co/JhApAf0vpK
#Africa #Newsdeskinbo... https://t.co/b9gzLnUqsl",2022-11-04 03:16:09+00:00
1539205900468211713,Africa,SCAM ALERT IN IVORY COAST - BEN CHIZA MKANDAWIRE #ivorycoast #cotedivoire #abidjan #africa #MyScamstory #civ #abidjanestdoux #Nigeria #assinie #abidjanplaces #malawi https://t.co/mjlG3dFMYJ,2022-11-04 03:15:04+00:00
73800371,Africa,"Dozens of Catholic Villagers Reportedly Killed in Central Nigeria Raid 
Details are still emerging after a violent raid by Fulani herdsmen on Oct. 19 in Benue State, Central Nigeria, reportedl...
https://t.co/FWczwlcpNe
#Africa #Newsdeskinbox #World 
#africa #b... https://t.co/l1Qc875h0r",2022-11-04 03:14:13+00:00
1202221488,Africa,"HIRING: Front End Developer (exp. React Native/Mobile Dev)| Remote w/ flexitime / Africa, South Asia, Southeast Asia, Taiwan,, Indonesia https://t.co/vbbSoCzJt9 #FRW #remote #remotework #remotejobs #jobalert #wfh #workfromhome #hiringnow #jobsearch #Africa #SouthAsia",2022-11-04 03:11:35+00:00
73800371,Africa,"Pope Francis Cautions Nigerian Youth against Passivity amid “Fundamentalism, Terrorism” 
Banditry and terrorism lead not only to “social suicide” but also “affects the country’s ultimate survival”, Pope Franci...
https://t.co/I4pJ8Rn78h
#Africa #Newsdeskinbo... https://t.co/pEWtekrDVM",2022-11-04 03:10:58+00:00
1539205900468211713,Africa,SCAM ALERT IN IVORY COAST - BEN CHIZA MKANDAWIRE #ivorycoast #cotedivoire #abidjan #africa #MyScamstory #civ #abidjanestdoux #Nigeria #assinie #abidjanplaces #malawi https://t.co/hTdB9s7Z0B,2022-11-04 03:10:07+00:00
467030775,Africa,".RESPECT! please 
@francediplo
#espace_gg
#voxafrica 
#Africa
#Afrique https://t.co/AG9XcMxIRF",2022-11-04 03:08:36+00:00
895920813253185536,Africa,"Did you miss our newly appointed CEO Tim Strong in his first interview with @andrewscotttv at @Proactive_au?

Here he discusses near-term exploration plans for our Kada #Gold Project in Guinea.

📺Full interview: https://t.co/dqyzXsFyOC

$GMR #exploration #Africa @timothystrong88 https://t.co/70FNHsNvWK",2022-11-04 03:08:15+00:00
1582561131851300864,Africa,"Pretoriuskop Rest Camp, Kruger National Park, South Africa. African Hoopoe and a Forked Tailed Drongo

#wildlifephotography #wildlife #birdphotography #TwitterNaturePhotography #TwitterNatureCommunity #wildlife  #camping #hiking #safari #Africa #nature #wild #krugernationalpark https://t.co/Th6qf74jwM",2022-11-04 03:07:25+00:00
1539205900468211713,Africa,SCAM ALERT IN IVORY COAST - BEN CHIZA MKANDAWIRE #ivorycoast #cotedivoire #abidjan #africa #MyScamstory #civ #abidjanestdoux #Nigeria #assinie #abidjanplaces #malawi https://t.co/r9SSY5JpCM,2022-11-04 03:05:03+00:00
